record_id,collection_version,review_status,production_ready,sector,subsector,technology,fuel_or_material,pollutant,ef_value,ef_expression,ef_lower,ef_upper,unit,activity_basis,control_basis,geographic_scope,applicability,evidence_origin,factor_reference_period_start,factor_reference_period_end,source_id,source_table_or_location,quality_flag,notes,source_title,publication_year,source_url
EF00519,1.0.0,superseded_pending_capss_vii_diff,false,Construction,Construction equipment,"Bulldozer Tier 2, 37<=P<75, 2007+",Diesel,SOx,,5.30*S,,,g/kWh,rated power × load factor × operating hours,Tier 2,Korea,CAPSS inventory default,CAPSS engine-tier schedule,,,capss_handbook_vi_mirror,CAPSS VI Table 8-36 (partial extraction: bulldozer schedule),partial_table_needs_full_extraction,Partial representative extraction only; full equipment-by-tier table remains to be transcribed. S = sulfur percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00520,1.0.0,superseded_pending_capss_vii_diff,false,Construction,Construction equipment,"Bulldozer Tier 2, 37<=P<75, 2007+",Diesel,PM10,0.25,,,,g/kWh,rated power × load factor × operating hours,Tier 2,Korea,CAPSS inventory default,CAPSS engine-tier schedule,,,capss_handbook_vi_mirror,CAPSS VI Table 8-36 (partial extraction: bulldozer schedule),partial_table_needs_full_extraction,Partial representative extraction only; full equipment-by-tier table remains to be transcribed. S = sulfur percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00521,1.0.0,superseded_pending_capss_vii_diff,false,Construction,Construction equipment,"Bulldozer Tier 2, 37<=P<75, 2007+",Diesel,PM2.5,,0.92*PM10,,,g/kWh,rated power × load factor × operating hours,Tier 2,Korea,CAPSS inventory default,CAPSS engine-tier schedule,,,capss_handbook_vi_mirror,CAPSS VI Table 8-36 (partial extraction: bulldozer schedule),partial_table_needs_full_extraction,Partial representative extraction only; full equipment-by-tier table remains to be transcribed. S = sulfur percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00522,1.0.0,superseded_pending_capss_vii_diff,false,Construction,Construction equipment,"Bulldozer Tier 2, 37<=P<75, 2007+",Diesel,VOCs,0.4,,,,g/kWh,rated power × load factor × operating hours,Tier 2,Korea,CAPSS inventory default,CAPSS engine-tier schedule,,,capss_handbook_vi_mirror,CAPSS VI Table 8-36 (partial extraction: bulldozer schedule),partial_table_needs_full_extraction,Partial representative extraction only; full equipment-by-tier table remains to be transcribed. S = sulfur percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00523,1.0.0,superseded_pending_capss_vii_diff,false,Construction,Construction equipment,"Bulldozer Tier 2, 37<=P<75, 2007+",Diesel,NH3,0.002,,,,g/kWh,rated power × load factor × operating hours,Tier 2,Korea,CAPSS inventory default,CAPSS engine-tier schedule,,,capss_handbook_vi_mirror,CAPSS VI Table 8-36 (partial extraction: bulldozer schedule),partial_table_needs_full_extraction,Partial representative extraction only; full equipment-by-tier table remains to be transcribed. S = sulfur percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00524,1.0.0,superseded_pending_capss_vii_diff,false,Construction,Construction equipment,"Bulldozer Tier 2, 75<=P<130, 2006+",Diesel,CO,1.65,,,,g/kWh,rated power × load factor × operating hours,Tier 2,Korea,CAPSS inventory default,CAPSS engine-tier schedule,,,capss_handbook_vi_mirror,CAPSS VI Table 8-36 (partial extraction: bulldozer schedule),partial_table_needs_full_extraction,Partial representative extraction only; full equipment-by-tier table remains to be transcribed. S = sulfur percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00525,1.0.0,superseded_pending_capss_vii_diff,false,Construction,Construction equipment,"Bulldozer Tier 2, 75<=P<130, 2006+",Diesel,NOx,4.6,,,,g/kWh,rated power × load factor × operating hours,Tier 2,Korea,CAPSS inventory default,CAPSS engine-tier schedule,,,capss_handbook_vi_mirror,CAPSS VI Table 8-36 (partial extraction: bulldozer schedule),partial_table_needs_full_extraction,Partial representative extraction only; full equipment-by-tier table remains to be transcribed. S = sulfur percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00526,1.0.0,superseded_pending_capss_vii_diff,false,Construction,Construction equipment,"Bulldozer Tier 2, 75<=P<130, 2006+",Diesel,SOx,,5.20*S,,,g/kWh,rated power × load factor × operating hours,Tier 2,Korea,CAPSS inventory default,CAPSS engine-tier schedule,,,capss_handbook_vi_mirror,CAPSS VI Table 8-36 (partial extraction: bulldozer schedule),partial_table_needs_full_extraction,Partial representative extraction only; full equipment-by-tier table remains to be transcribed. S = sulfur percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00527,1.0.0,superseded_pending_capss_vii_diff,false,Construction,Construction equipment,"Bulldozer Tier 2, 75<=P<130, 2006+",Diesel,PM10,0.19,,,,g/kWh,rated power × load factor × operating hours,Tier 2,Korea,CAPSS inventory default,CAPSS engine-tier schedule,,,capss_handbook_vi_mirror,CAPSS VI Table 8-36 (partial extraction: bulldozer schedule),partial_table_needs_full_extraction,Partial representative extraction only; full equipment-by-tier table remains to be transcribed. S = sulfur percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00528,1.0.0,superseded_pending_capss_vii_diff,false,Construction,Construction equipment,"Bulldozer Tier 2, 75<=P<130, 2006+",Diesel,PM2.5,,0.92*PM10,,,g/kWh,rated power × load factor × operating hours,Tier 2,Korea,CAPSS inventory default,CAPSS engine-tier schedule,,,capss_handbook_vi_mirror,CAPSS VI Table 8-36 (partial extraction: bulldozer schedule),partial_table_needs_full_extraction,Partial representative extraction only; full equipment-by-tier table remains to be transcribed. S = sulfur percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00529,1.0.0,superseded_pending_capss_vii_diff,false,Construction,Construction equipment,"Bulldozer Tier 2, 75<=P<130, 2006+",Diesel,VOCs,0.35,,,,g/kWh,rated power × load factor × operating hours,Tier 2,Korea,CAPSS inventory default,CAPSS engine-tier schedule,,,capss_handbook_vi_mirror,CAPSS VI Table 8-36 (partial extraction: bulldozer schedule),partial_table_needs_full_extraction,Partial representative extraction only; full equipment-by-tier table remains to be transcribed. S = sulfur percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00530,1.0.0,superseded_pending_capss_vii_diff,false,Construction,Construction equipment,"Bulldozer Tier 2, 75<=P<130, 2006+",Diesel,NH3,0.002,,,,g/kWh,rated power × load factor × operating hours,Tier 2,Korea,CAPSS inventory default,CAPSS engine-tier schedule,,,capss_handbook_vi_mirror,CAPSS VI Table 8-36 (partial extraction: bulldozer schedule),partial_table_needs_full_extraction,Partial representative extraction only; full equipment-by-tier table remains to be transcribed. S = sulfur percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00531,1.0.0,superseded_pending_capss_vii_diff,false,Construction,Construction equipment,"Bulldozer Tier 2, 130<=P<560, 2005+",Diesel,CO,1.49,,,,g/kWh,rated power × load factor × operating hours,Tier 2,Korea,CAPSS inventory default,CAPSS engine-tier schedule,,,capss_handbook_vi_mirror,CAPSS VI Table 8-36 (partial extraction: bulldozer schedule),partial_table_needs_full_extraction,Partial representative extraction only; full equipment-by-tier table remains to be transcribed. S = sulfur percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00532,1.0.0,superseded_pending_capss_vii_diff,false,Construction,Construction equipment,"Bulldozer Tier 2, 130<=P<560, 2005+",Diesel,NOx,4.06,,,,g/kWh,rated power × load factor × operating hours,Tier 2,Korea,CAPSS inventory default,CAPSS engine-tier schedule,,,capss_handbook_vi_mirror,CAPSS VI Table 8-36 (partial extraction: bulldozer schedule),partial_table_needs_full_extraction,Partial representative extraction only; full equipment-by-tier table remains to be transcribed. S = sulfur percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00533,1.0.0,superseded_pending_capss_vii_diff,false,Construction,Construction equipment,"Bulldozer Tier 2, 130<=P<560, 2005+",Diesel,SOx,,5.08*S,,,g/kWh,rated power × load factor × operating hours,Tier 2,Korea,CAPSS inventory default,CAPSS engine-tier schedule,,,capss_handbook_vi_mirror,CAPSS VI Table 8-36 (partial extraction: bulldozer schedule),partial_table_needs_full_extraction,Partial representative extraction only; full equipment-by-tier table remains to be transcribed. S = sulfur percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00534,1.0.0,superseded_pending_capss_vii_diff,false,Construction,Construction equipment,"Bulldozer Tier 2, 130<=P<560, 2005+",Diesel,PM10,0.17,,,,g/kWh,rated power × load factor × operating hours,Tier 2,Korea,CAPSS inventory default,CAPSS engine-tier schedule,,,capss_handbook_vi_mirror,CAPSS VI Table 8-36 (partial extraction: bulldozer schedule),partial_table_needs_full_extraction,Partial representative extraction only; full equipment-by-tier table remains to be transcribed. S = sulfur percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00535,1.0.0,superseded_pending_capss_vii_diff,false,Construction,Construction equipment,"Bulldozer Tier 2, 130<=P<560, 2005+",Diesel,PM2.5,,0.92*PM10,,,g/kWh,rated power × load factor × operating hours,Tier 2,Korea,CAPSS inventory default,CAPSS engine-tier schedule,,,capss_handbook_vi_mirror,CAPSS VI Table 8-36 (partial extraction: bulldozer schedule),partial_table_needs_full_extraction,Partial representative extraction only; full equipment-by-tier table remains to be transcribed. S = sulfur percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00536,1.0.0,superseded_pending_capss_vii_diff,false,Construction,Construction equipment,"Bulldozer Tier 2, 130<=P<560, 2005+",Diesel,VOCs,0.29,,,,g/kWh,rated power × load factor × operating hours,Tier 2,Korea,CAPSS inventory default,CAPSS engine-tier schedule,,,capss_handbook_vi_mirror,CAPSS VI Table 8-36 (partial extraction: bulldozer schedule),partial_table_needs_full_extraction,Partial representative extraction only; full equipment-by-tier table remains to be transcribed. S = sulfur percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00537,1.0.0,superseded_pending_capss_vii_diff,false,Construction,Construction equipment,"Bulldozer Tier 2, 130<=P<560, 2005+",Diesel,NH3,0.002,,,,g/kWh,rated power × load factor × operating hours,Tier 2,Korea,CAPSS inventory default,CAPSS engine-tier schedule,,,capss_handbook_vi_mirror,CAPSS VI Table 8-36 (partial extraction: bulldozer schedule),partial_table_needs_full_extraction,Partial representative extraction only; full equipment-by-tier table remains to be transcribed. S = sulfur percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00538,1.0.0,superseded_pending_capss_vii_diff,false,Construction,Construction equipment,"Bulldozer Tier 3, 19<=P<37, 2010+",Diesel,CO,2.29,,,,g/kWh,rated power × load factor × operating hours,Tier 3,Korea,CAPSS inventory default,CAPSS engine-tier schedule,,,capss_handbook_vi_mirror,CAPSS VI Table 8-36 (partial extraction: bulldozer schedule),partial_table_needs_full_extraction,Partial representative extraction only; full equipment-by-tier table remains to be transcribed. S = sulfur percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00539,1.0.0,superseded_pending_capss_vii_diff,false,Construction,Construction equipment,"Bulldozer Tier 3, 19<=P<37, 2010+",Diesel,NOx,5.04,,,,g/kWh,rated power × load factor × operating hours,Tier 3,Korea,CAPSS inventory default,CAPSS engine-tier schedule,,,capss_handbook_vi_mirror,CAPSS VI Table 8-36 (partial extraction: bulldozer schedule),partial_table_needs_full_extraction,Partial representative extraction only; full equipment-by-tier table remains to be transcribed. S = sulfur percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00540,1.0.0,superseded_pending_capss_vii_diff,false,Construction,Construction equipment,"Bulldozer Tier 3, 19<=P<37, 2010+",Diesel,SOx,,5.38*S,,,g/kWh,rated power × load factor × operating hours,Tier 3,Korea,CAPSS inventory default,CAPSS engine-tier schedule,,,capss_handbook_vi_mirror,CAPSS VI Table 8-36 (partial extraction: bulldozer schedule),partial_table_needs_full_extraction,Partial representative extraction only; full equipment-by-tier table remains to be transcribed. S = sulfur percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00541,1.0.0,superseded_pending_capss_vii_diff,false,Construction,Construction equipment,"Bulldozer Tier 3, 19<=P<37, 2010+",Diesel,PM10,0.29,,,,g/kWh,rated power × load factor × operating hours,Tier 3,Korea,CAPSS inventory default,CAPSS engine-tier schedule,,,capss_handbook_vi_mirror,CAPSS VI Table 8-36 (partial extraction: bulldozer schedule),partial_table_needs_full_extraction,Partial representative extraction only; full equipment-by-tier table remains to be transcribed. S = sulfur percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
EF00542,1.0.0,superseded_pending_capss_vii_diff,false,Construction,Construction equipment,"Bulldozer Tier 3, 19<=P<37, 2010+",Diesel,PM2.5,,0.92*PM10,,,g/kWh,rated power × load factor × operating hours,Tier 3,Korea,CAPSS inventory default,CAPSS engine-tier schedule,,,capss_handbook_vi_mirror,CAPSS VI Table 8-36 (partial extraction: bulldozer schedule),partial_table_needs_full_extraction,Partial representative extraction only; full equipment-by-tier table remains to be transcribed. S = sulfur percent.,National Air Pollutant Emissions Estimation Method Handbook VI,2023,https://www.scribd.com/document/742589271/
