"denominator_id","inventory_id","sector","subsector","technology","pollutant","preferred_activity_denominator","preferred_ef_unit","compatible_activity_units","conversion_required","conversion_description","controlled_or_uncontrolled","temporal_weighting_needed","technology_weighting_needed","control_weighting_needed","notes"
"den_bld_commercial_cooking_nh3","bld_commercial_cooking","commercial","cooking","cooking_combustion","NH3","TJ fuel consumed","kg NH3/TJ fuel consumed","TJ fuel","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_bld_commercial_cooking_co","bld_commercial_cooking","commercial","cooking","cooking_combustion","CO","TJ fuel consumed","kg CO/TJ fuel consumed","TJ fuel","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_bld_commercial_cooking_bc","bld_commercial_cooking","commercial","cooking","cooking_combustion","BC","TJ fuel consumed","kg BC/TJ fuel consumed","TJ fuel","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_bld_public_space_heat_nox","bld_public_space_heat","public","space_heating","direct_combustion","NOx","TJ fuel consumed","kg NOx/TJ fuel consumed","TJ fuel","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_bld_public_space_heat_sox","bld_public_space_heat","public","space_heating","direct_combustion","SOx","TJ fuel consumed","kg SOx/TJ fuel consumed","TJ fuel","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_bld_public_space_heat_pm25","bld_public_space_heat","public","space_heating","direct_combustion","PM2.5","TJ fuel consumed","kg PM2.5/TJ fuel consumed","TJ fuel","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_bld_public_space_heat_pm10","bld_public_space_heat","public","space_heating","direct_combustion","PM10","TJ fuel consumed","kg PM10/TJ fuel consumed","TJ fuel","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_bld_public_space_heat_tsp","bld_public_space_heat","public","space_heating","direct_combustion","TSP","TJ fuel consumed","kg TSP/TJ fuel consumed","TJ fuel","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_bld_public_space_heat_vocs","bld_public_space_heat","public","space_heating","direct_combustion","VOCs","TJ fuel consumed","kg VOCs/TJ fuel consumed","TJ fuel","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_bld_public_space_heat_nh3","bld_public_space_heat","public","space_heating","direct_combustion","NH3","TJ fuel consumed","kg NH3/TJ fuel consumed","TJ fuel","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_bld_public_space_heat_co","bld_public_space_heat","public","space_heating","direct_combustion","CO","TJ fuel consumed","kg CO/TJ fuel consumed","TJ fuel","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_bld_public_space_heat_bc","bld_public_space_heat","public","space_heating","direct_combustion","BC","TJ fuel consumed","kg BC/TJ fuel consumed","TJ fuel","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_bld_public_water_heat_nox","bld_public_water_heat","public","water_heating","direct_combustion","NOx","TJ fuel consumed","kg NOx/TJ fuel consumed","TJ fuel","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_bld_public_water_heat_sox","bld_public_water_heat","public","water_heating","direct_combustion","SOx","TJ fuel consumed","kg SOx/TJ fuel consumed","TJ fuel","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_bld_public_water_heat_pm25","bld_public_water_heat","public","water_heating","direct_combustion","PM2.5","TJ fuel consumed","kg PM2.5/TJ fuel consumed","TJ fuel","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_bld_public_water_heat_pm10","bld_public_water_heat","public","water_heating","direct_combustion","PM10","TJ fuel consumed","kg PM10/TJ fuel consumed","TJ fuel","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_bld_public_water_heat_tsp","bld_public_water_heat","public","water_heating","direct_combustion","TSP","TJ fuel consumed","kg TSP/TJ fuel consumed","TJ fuel","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_bld_public_water_heat_vocs","bld_public_water_heat","public","water_heating","direct_combustion","VOCs","TJ fuel consumed","kg VOCs/TJ fuel consumed","TJ fuel","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_bld_public_water_heat_nh3","bld_public_water_heat","public","water_heating","direct_combustion","NH3","TJ fuel consumed","kg NH3/TJ fuel consumed","TJ fuel","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_bld_public_water_heat_co","bld_public_water_heat","public","water_heating","direct_combustion","CO","TJ fuel consumed","kg CO/TJ fuel consumed","TJ fuel","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_bld_public_water_heat_bc","bld_public_water_heat","public","water_heating","direct_combustion","BC","TJ fuel consumed","kg BC/TJ fuel consumed","TJ fuel","false","","both","true","true","true","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Technology and control weights must be applied where flagged."
"den_agr_livestock_cattle_pm25","agr_livestock_cattle","livestock","cattle","cattle","PM2.5","animal-year","kg PM2.5/animal-year","animal-year","false","","uncontrolled","true","true","false","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Housing, manure stage, animal class, and control shares create the annual effective factor."
"den_agr_livestock_cattle_pm10","agr_livestock_cattle","livestock","cattle","cattle","PM10","animal-year","kg PM10/animal-year","animal-year","false","","uncontrolled","true","true","false","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Housing, manure stage, animal class, and control shares create the annual effective factor."
"den_agr_livestock_cattle_tsp","agr_livestock_cattle","livestock","cattle","cattle","TSP","animal-year","kg TSP/animal-year","animal-year","false","","uncontrolled","true","true","false","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Housing, manure stage, animal class, and control shares create the annual effective factor."
"den_agr_livestock_cattle_nh3","agr_livestock_cattle","livestock","cattle","cattle","NH3","animal-year","kg NH3/animal-year","animal-year","false","","uncontrolled","true","true","false","Registry entry defines a legal activity-EF join; factor values are intentionally deferred. Housing, manure stage, animal class, and control shares create the annual effective factor."
